Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_173_57,VGND,li1,32.4300,484.1600,0.000068
FILLER_173_54,VGND,li1,30.8200,484.1600,0.000064
FILLER_173_51,VGND,li1,29.6700,484.1600,0.000064
FILLER_173_48,VGND,li1,28.2900,484.1600,0.000060
FILLER_173_45,VGND,li1,26.9100,484.1600,0.000055
FILLER_173_42,VGND,li1,25.5300,484.1600,0.000055
FILLER_173_39,VGND,li1,24.1500,484.1600,0.000051
FILLER_173_36,VGND,li1,22.7700,484.1600,0.000051
FILLER_173_33,VGND,li1,21.3900,484.1600,0.000051
FILLER_173_30,VGND,li1,20.0100,484.1600,0.000051
FILLER_173_27,VGND,li1,18.6300,484.1600,0.000051
FILLER_173_24,VGND,li1,17.2500,484.1600,0.000051
FILLER_173_21,VGND,li1,15.8700,484.1600,0.000051
FILLER_173_18,VGND,li1,14.4900,484.1600,0.000051
FILLER_173_15,VGND,li1,13.1100,484.1600,0.000051
FILLER_173_12,VGND,li1,11.7300,484.1600,0.000051
FILLER_173_9,VGND,li1,10.3500,484.1600,0.000051
FILLER_173_6,VGND,li1,8.9700,484.1600,0.000051
FILLER_173_3,VGND,li1,7.5900,484.1600,0.000051
FILLER_172_2057,VGND,li1,952.2000,478.7200,0.000160
FILLER_172_1987,VGND,li1,919.7700,478.7200,0.000311
FILLER_172_1933,VGND,li1,895.1600,478.7200,0.000375
FILLER_172_1913,VGND,li1,885.9600,478.7200,0.000375
FILLER_172_1877,VGND,li1,869.4000,478.7200,0.000360
FILLER_172_1866,VGND,li1,864.3400,478.7200,0.000354
FILLER_172_1863,VGND,li1,863.1900,478.7200,0.000354
FILLER_172_1835,VGND,li1,850.0800,478.7200,0.000338
FILLER_172_1824,VGND,li1,845.0200,478.7200,0.000331
FILLER_172_1821,VGND,li1,843.8700,478.7200,0.000328
FILLER_172_1819,VGND,li1,842.4900,478.7200,0.000328
FILLER_172_1800,VGND,li1,833.7500,478.7200,0.000316
FILLER_172_1779,VGND,li1,824.0900,478.7200,0.000300
FILLER_172_1761,VGND,li1,816.2700,478.7200,0.000276
FILLER_172_1720,VGND,li1,797.4100,478.7200,0.000220
FILLER_172_1717,VGND,li1,796.0300,478.7200,0.000211
FILLER_172_1714,VGND,li1,794.6500,478.7200,0.000211
FILLER_172_1706,VGND,li1,790.7400,478.7200,0.000217
FILLER_172_1695,VGND,li1,785.9100,478.7200,0.000237
FILLER_172_1671,VGND,li1,774.6400,478.7200,0.000282
FILLER_172_1656,VGND,li1,767.7400,478.7200,0.000304
FILLER_172_1653,VGND,li1,766.5900,478.7200,0.000311
FILLER_172_1637,VGND,li1,758.7700,478.7200,0.000333
FILLER_172_1578,VGND,li1,731.6300,478.7200,0.000379
FILLER_172_1560,VGND,li1,723.3500,478.7200,0.000375
FILLER_172_1538,VGND,li1,713.4600,478.7200,0.000369
FILLER_172_1482,VGND,li1,687.7000,478.7200,0.000342
FILLER_172_1454,VGND,li1,674.5900,478.7200,0.000315
FILLER_172_1434,VGND,li1,665.8500,478.7200,0.000288
FILLER_172_1425,VGND,li1,661.7100,478.7200,0.000272
FILLER_172_1401,VGND,li1,650.6700,478.7200,0.000238
FILLER_172_1394,VGND,li1,647.4500,478.7200,0.000225
FILLER_172_1391,VGND,li1,646.0700,478.7200,0.000216
FILLER_172_1370,VGND,li1,636.1800,478.7200,0.000202
FILLER_172_1348,VGND,li1,626.0600,478.7200,0.000241
FILLER_172_1329,VGND,li1,617.3200,478.7200,0.000268
FILLER_172_1326,VGND,li1,616.1700,478.7200,0.000275
FILLER_172_1323,VGND,li1,614.7900,478.7200,0.000281
FILLER_172_1320,VGND,li1,613.4100,478.7200,0.000281
FILLER_172_1317,VGND,li1,612.0300,478.7200,0.000289
FILLER_172_1315,VGND,li1,610.6500,478.7200,0.000289
FILLER_172_1307,VGND,li1,607.2000,478.7200,0.000302
FILLER_172_1304,VGND,li1,606.0500,478.7200,0.000308
FILLER_172_1281,VGND,li1,595.4700,478.7200,0.000338
FILLER_172_1246,VGND,li1,578.9100,478.7200,0.000361
FILLER_172_1208,VGND,li1,561.4300,478.7200,0.000367
FILLER_172_1205,VGND,li1,560.5100,478.7200,0.000367
FILLER_172_1201,VGND,li1,558.6700,478.7200,0.000365
FILLER_172_1183,VGND,li1,550.1600,478.7200,0.000355
FILLER_172_1180,VGND,li1,549.0100,478.7200,0.000355
FILLER_172_1177,VGND,li1,547.6300,478.7200,0.000352
FILLER_172_1157,VGND,li1,538.4300,478.7200,0.000341
FILLER_172_1145,VGND,li1,532.9100,478.7200,0.000333
FILLER_172_1136,VGND,li1,528.3100,478.7200,0.000324
FILLER_172_1133,VGND,li1,527.3900,478.7200,0.000324
FILLER_172_1130,VGND,li1,526.0100,478.7200,0.000321
FILLER_172_1110,VGND,li1,516.8100,478.7200,0.000303
FILLER_172_1107,VGND,li1,515.4300,478.7200,0.000303
FILLER_172_1090,VGND,li1,507.3800,478.7200,0.000277
FILLER_172_1087,VGND,li1,506.2300,478.7200,0.000277
FILLER_172_1084,VGND,li1,504.8500,478.7200,0.000267
FILLER_172_1081,VGND,li1,503.4700,478.7200,0.000267
FILLER_172_1073,VGND,li1,499.7900,478.7200,0.000255
FILLER_172_1070,VGND,li1,498.4100,478.7200,0.000248
FILLER_172_1048,VGND,li1,488.0600,478.7200,0.000202
FILLER_172_1045,VGND,li1,486.9100,478.7200,0.000202
FILLER_172_1029,VGND,li1,479.3200,478.7200,0.000209
FILLER_172_1026,VGND,li1,478.1700,478.7200,0.000209
FILLER_172_1008,VGND,li1,469.4300,478.7200,0.000229
FILLER_172_981,VGND,li1,457.2400,478.7200,0.000244
FILLER_172_961,VGND,li1,448.0400,478.7200,0.000253
FILLER_172_951,VGND,li1,443.4400,478.7200,0.000258
FILLER_172_943,VGND,li1,439.9900,478.7200,0.000259
FILLER_172_940,VGND,li1,438.6100,478.7200,0.000261
