net,length_um
threads\[0\].fma_instance.r3_weighted\[2\],246.3µm
net1027,246.18µm
net785,246.06µm
_16626_,245.265µm
net818,244.86µm
_18620_,244.38µm
_00556_,244.365µm
_16105_,244.305µm
_17927_,244.14µm
net668,244.03µm
_17973_,243.955µm
current_pc\[1\],243.64µm
_17628_,243.46µm
_12474_,243.1µm
_00902_,242.465µm
net728,242.365µm
_01632_,242.225µm
_00035_,242.18µm
_17955_,241.65µm
net681,241.62µm
clknet_6_8_0_clk,241.13µm
net801,241.11µm
systolic_arrays\[0\].systolic_array_inst.b_wire\[3\]\[13\],240.99µm
net517,240.72µm
net719,240.36µm
net734,240.18µm
net615,240.105µm
net623,240.035µm
net1090,239.46µm
net649,239.36µm
_00535_,239.235µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[13\],238.595µm
_00909_,238.34µm
_14441_,238.29µm
_16848_,237.96µm
systolic_arrays\[0\].systolic_array_inst.a_wire\[0\]\[13\],237.825µm
_18229_,237.64µm
threads\[0\].fma_instance.r3_weighted\[3\],237.19µm
clknet_6_46_0_clk,237.12µm
net686,237.035µm
_05802_,236.7µm
net674,236.64µm
_20935_,236.22µm
pipe_rd_data\[2\]\[3\],235.815µm
systolic_arrays\[0\].systolic_array_inst.a_wire\[0\]\[11\],235.705µm
_18055_,235.68µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[0\],235.475µm
_16109_,235.4µm
_18101_,235.18µm
net673,235.1µm
alu_out\[0\]\[0\],235.085µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[11\],234.28µm
_17610_,234.22µm
net689,233.17µm
_08566_,232.98µm
clknet_6_59_0_clk,232.515µm
_17964_,232.46µm
net669,232.37µm
net698,232.185µm
systolic_arrays\[1\].systolic_array_inst.b_reg\[13\],232.12µm
net770,231.935µm
_18045_,231.335µm
net802,230.64µm
_16356_,230.41µm
_12815_,230.285µm
net651,230.05µm
_16504_,229.965µm
net1200,229.76µm
systolic_arrays\[1\].systolic_array_inst.a_reg\[1\],229.48µm
net697,229.2µm
_08578_,229.14µm
_00570_,229.12µm
net776,228.98µm
net605,228.92µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[12\],228.58µm
net618,228.57µm
_11700_,228.41µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[0\],228.21µm
_00576_,228.145µm
_12809_,227.84µm
net1199,227.76µm
clknet_6_52_0_clk,227.64µm
net642,227.62µm
net675,227.565µm
_18569_,227.38µm
clknet_6_28_0_clk,227.25µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r4_acc\[7\],227.18µm
_18034_,227.08µm
_08191_,226.6µm
_21992_,226.27µm
_01650_,226.065µm
_16840_,225.82µm
net632,225.73µm
net606,225.595µm
net791,225.32µm
_00056_,225.06µm
net1091,224.74µm
_10479_,224.66µm
_17639_,224.57µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r2_mantissa\[0\],224.51µm
net772,224.455µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[11\],224.44µm
net1233,224.39µm
clknet_6_62_0_clk,224.14µm
_18152_,224.035µm
act_out\[1\]\[9\],223.93µm
_00569_,223.77µm
net603,223.58µm
net729,223.39µm
_16255_,223.3µm
clknet_6_1_0_clk,222.82µm
net687,222.19µm
clknet_6_60_0_clk,221.96µm
_07014_,221.92µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[7\],221.895µm
_18392_,221.6µm
lsu_out\[2\]\[13\],221.52µm
act_out\[1\]\[14\],221.37µm
net630,221.3µm
net621,220.63µm
net554,220.1µm
_17966_,219.81µm
_22091_,219.78µm
_03504_,219.2µm
lsu_out\[3\]\[4\],219.08µm
clknet_6_32_0_clk,219.02µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.acc_out\[15\],218.8µm
_17877_,218.235µm
_04669_,218.23µm
net778,217.96µm
alu_out\[0\]\[3\],217.85µm
_13661_,217.75µm
net614,217.63µm
_20925_,217.375µm
_16366_,217.175µm
_17635_,217.1µm
_00918_,217.085µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[0\],217.06µm
net499,217.02µm
net661,217µm
clknet_6_51_0_clk,216.77µm
_12276_,216.72µm
systolic_arrays\[1\].systolic_array_inst.b_reg\[7\],216.67µm
_16355_,216.49µm
_10485_,216.225µm
net672,215.755µm
net723,215.695µm
_00571_,215.445µm
clknet_6_10_0_clk,215.34µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[3\],215.33µm
_20957_,214.62µm
net647,214.475µm
_01628_,214.115µm
_18572_,214.03µm
net794,213.8µm
_00517_,213.765µm
act_out\[1\]\[8\],213.65µm
pipe_rd_data\[2\]\[12\],213.6µm
_00533_,213.185µm
_17808_,212.78µm
net793,212.74µm
_09741_,212.62µm
net804,212.61µm
net602,212.49µm
net1230,212.48µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[9\],211.935µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[6\],211.8µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.acc_abs\[0\],211.765µm
_18129_,211.41µm
_14244_,211.155µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r4_acc\[5\],211.1µm
_17425_,210.57µm
_12473_,210.535µm
_00575_,210.445µm
_03482_,210.33µm
_01674_,210.19µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[13\],209.32µm
_16862_,209.25µm
_00561_,209.03µm
_09873_,208.79µm
_18179_,208.63µm
clknet_6_38_0_clk,208.61µm
_00528_,208.58µm
_16239_,208.18µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r3_prod_mant\[0\],208.115µm
net1203,207.985µm
_04644_,207.93µm
net699,207.705µm
_18041_,207.58µm
_16359_,206.98µm
alu_out\[0\]\[7\],206.875µm
net730,206.82µm
clknet_6_50_0_clk,206.74µm
_01618_,206.725µm
_10553_,206.64µm
current_pc\[0\],206.54µm
lsu_out\[2\]\[10\],206.54µm
_18189_,206.5µm
net685,206.45µm
lsu_out\[2\]\[12\],206.35µm
lsu_out\[2\]\[15\],206.26µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[13\],206.12µm
_06991_,206.03µm
_17721_,205.77µm
clknet_6_55_0_clk,205.65µm
_12489_,205.6µm
net899,205.445µm
_18061_,205.25µm
current_pc\[2\],205.19µm
_01630_,204.965µm
_19799_,204.84µm
_00914_,204.585µm
net841,204.35µm
_18263_,204.32µm
_18194_,204.3µm
systolic_arrays\[1\].systolic_array_inst.b_reg\[9\],204.13µm
_20948_,203.89µm
lsu_out\[2\]\[4\],203.86µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[6\],203.435µm
net803,203.34µm
net797,203.31µm
_08944_,203.15µm
net1092,203.12µm
clknet_6_3_0_clk,203.04µm
net1232,203.02µm
_00899_,202.975µm
active_mask\[1\],202.78µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[0\],202.1µm
net868,202.04µm
net773,201.905µm
_12277_,201.855µm
net955,201.855µm
_09872_,201.58µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[7\],201.555µm
_17442_,201.52µm
_17607_,201.5µm
pipe_ret,201.26µm
_18107_,200.88µm
_17462_,200.49µm
net822,200.32µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[8\],200.195µm
_00527_,200.165µm
net731,200.1µm
_00514_,200.065µm
clknet_6_37_0_clk,199.94µm
clknet_6_58_0_clk,199.94µm
net1087,199.855µm
_17619_,199.72µm
_12810_,199.705µm
threads\[2\].fma_instance.r3_weighted\[15\],199.42µm
_00558_,198.735µm
_16129_,198.415µm
_00550_,198.215µm
_17564_,198.045µm
act_out\[0\]\[8\],197.97µm
net1014,197.92µm
net848,197.375µm
net792,197.09µm
_05789_,196.98µm
net796,196.94µm
_00518_,196.725µm
_17598_,196.7µm
net821,196.7µm
_17767_,196.605µm
_21939_,196.58µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[5\],196.32µm
net1204,196.1µm
clknet_6_21_0_clk,196.01µm
_08099_,195.8µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r3_prod_mant\[0\],195.74µm
_18025_,195.72µm
net774,195.5µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[3\],195.42µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[12\],195.34µm
clknet_6_49_0_clk,195.16µm
_17484_,195.125µm
_04584_,194.92µm
_18606_,194.88µm
_18074_,194.805µm
_17898_,194.75µm
net510,194.73µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[4\],194.42µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[7\],194.41µm
alu_out\[0\]\[4\],194.35µm
_18079_,194.25µm
_17549_,194.13µm
_10823_,194.11µm
_16750_,194.1µm
lsu_out\[2\]\[11\],194.02µm
net1227,194.02µm
net616,193.92µm
_03305_,193.82µm
_17601_,193.8µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[21\],193.59µm
_17162_,193.51µm
_18013_,193.36µm
lsu_out\[2\]\[5\],193.36µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[0\],193.36µm
_17561_,193.25µm
_18147_,193.1µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r3_prod_mant\[1\],193.04µm
threads\[1\].fma_instance.r3_signed\[0\],192.86µm
_00052_,192.795µm
net66,192.705µm
net1426,192.68µm
net639,192.28µm
lsu_out\[2\]\[7\],192.06µm
net638,192µm
_10824_,191.865µm
_13888_,191.55µm
_10487_,191.485µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[11\],191.47µm
alu_out\[1\]\[9\],190.71µm
_12472_,190.645µm
clknet_6_16_0_clk,190.62µm
net1202,190.38µm
_00515_,190.235µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r4_acc\[4\],189.92µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[7\],189.88µm
net815,189.82µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r4_acc\[6\],189.625µm
net688,189.61µm
_01627_,189.5µm
_17979_,189.35µm
net827,188.86µm
_09875_,188.78µm
_16348_,188.66µm
_17481_,188.47µm
pipe_rd_data\[1\]\[10\],188.28µm
pipe_rd_data\[2\]\[15\],188.09µm
pipe_rd_data\[3\]\[3\],188.07µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.acc_out\[15\],187.795µm
_12064_,187.46µm
clknet_6_39_0_clk,187.45µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[14\],187.44µm
current_pc\[7\],187.41µm
clknet_6_24_0_clk,187.16µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[5\],186.92µm
_16874_,186.78µm
_16528_,186.62µm
clknet_6_31_0_clk,186.39µm
net732,186.3µm
lsu_out\[3\]\[8\],186.22µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[1\],186.12µm
_00898_,186.025µm
net1201,185.9µm
lsu_out\[2\]\[9\],185.57µm
_17500_,185.19µm
_01654_,185.185µm
_00921_,185.135µm
_00513_,184.825µm
_18030_,184.63µm
_01691_,184.52µm
_12177_,184.425µm
lsu_out\[2\]\[1\],184.42µm
_09863_,184.2µm
lsu_out\[3\]\[11\],184.16µm
_08607_,184.04µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[2\],183.9µm
net853,183.86µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.acc_abs\[0\],183.655µm
_00555_,183.615µm
clknet_6_12_0_clk,183.6µm
_17637_,183.48µm
clknet_6_44_0_clk,183.41µm
net996,183.39µm
clknet_6_29_0_clk,182.81µm
net1152,182.74µm
_18022_,182.69µm
net631,182.635µm
_21944_,182.58µm
lsu_out\[1\]\[10\],182.535µm
_17858_,182.52µm
_18406_,182.45µm
net644,182.42µm
_17629_,182.41µm
current_pc\[3\],182.045µm
net838,181.98µm
_17502_,181.84µm
act_out\[1\]\[11\],181.76µm
net413,181.695µm
systolic_arrays\[1\].systolic_array_inst.b_reg\[11\],181.35µm
_18071_,181.2µm
net629,181µm
clknet_6_27_0_clk,180.865µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[11\],180.675µm
net1407,180.54µm
_15567_,180.5µm
net795,180.3µm
_17532_,180.265µm
net775,180.16µm
_00572_,180.025µm
clknet_6_40_0_clk,179.7µm
_10488_,179.61µm
systolic_arrays\[1\].systolic_array_inst.a_reg\[0\],179.5µm
_17726_,179.33µm
systolic_arrays\[0\].systolic_array_inst.b_wire\[3\]\[14\],179.21µm
_17437_,179.155µm
_17580_,179.07µm
_00565_,178.925µm
_17559_,178.7µm
_00887_,178.585µm
_08895_,178.475µm
_00520_,178.405µm
_09759_,178.32µm
_17800_,178.2µm
clknet_6_54_0_clk,178.1µm
_00525_,178.085µm
_18324_,177.78µm
branch_target\[1\],177.73µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r4_acc\[1\],177.43µm
lsu_out\[1\]\[11\],177.42µm
_17596_,176.64µm
_18092_,176.48µm
_11946_,176.36µm
_00568_,176.205µm
_15856_,176.2µm
_17799_,176.15µm
_17987_,176.03µm
net994,176.005µm
_05784_,175.84µm
_16133_,175.8µm
_18149_,175.67µm
alu_out\[0\]\[5\],175.56µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[6\],175.2µm
_17398_,175.12µm
_16344_,175.1µm
_19790_,175.04µm
_18305_,174.94µm
_01823_,174.885µm
clknet_6_30_0_clk,174.81µm
_00062_,174.785µm
_18090_,174.78µm
_18118_,174.72µm
clknet_6_48_0_clk,174.7µm
_17710_,174.58µm
_07005_,174.29µm
_00523_,174.085µm
_17809_,174.04µm
_18016_,174µm
_16236_,173.985µm
_08897_,173.83µm
_08480_,173.79µm
_18611_,173.705µm
_20821_,173.62µm
net777,173.605µm
pipe_nzp_write_enable,173.46µm
clknet_6_26_0_clk,173.46µm
systolic_arrays\[0\].systolic_array_inst.a_wire\[0\]\[12\],173.275µm
systolic_arrays\[0\].systolic_array_inst.a_reg\[21\],173.24µm
threads\[1\].fma_instance.r3_weighted\[2\],173.2µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[10\],173.01µm
threads\[1\].fma_instance.r3_weighted\[3\],172.91µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[0\],172.74µm
_18313_,172.72µm
clknet_6_17_0_clk,172.465µm
_00516_,172.235µm
clknet_6_45_0_clk,171.88µm
_17465_,171.635µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[5\],171.6µm
_17512_,171.32µm
_04524_,171.3µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[0\],171.265µm
net666,170.785µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[10\],170.465µm
_17493_,170.39µm
net1276,170.24µm
net500,170.19µm
_00522_,170.105µm
_21887_,170.06µm
lsu_out\[2\]\[2\],169.69µm
_06878_,169.44µm
_16370_,169.43µm
net665,169.42µm
_17586_,169.34µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[11\],169.14µm
_17761_,169.1µm
net1028,169.05µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[5\],168.96µm
_14056_,168.81µm
_09879_,168.53µm
systolic_arrays\[0\].systolic_array_inst.a_wire\[1\]\[15\],168.46µm
net497,168.46µm
_03301_,168.36µm
net782,168.35µm
_00566_,168.32µm
threads\[1\].fma_instance.r3_weighted\[1\],168.275µm
_08265_,168.21µm
_09877_,167.87µm
net800,167.65µm
net1294,167.5µm
_05839_,167.07µm
net1344,166.94µm
_17514_,166.855µm
net1089,166.53µm
_03351_,166.38µm
_08488_,166.36µm
_17895_,166.34µm
_11701_,166.245µm
net1362,166.1µm
_17490_,166.08µm
_10164_,165.95µm
_01719_,165.88µm
_08043_,165.78µm
clknet_6_61_0_clk,165.65µm
_00521_,165.495µm
_20910_,165.12µm
net779,164.86µm
clknet_6_53_0_clk,164.16µm
systolic_arrays\[1\].systolic_array_inst.b_reg\[14\],164µm
_13662_,163.995µm
_06807_,163.84µm
_17589_,163.75µm
clknet_6_9_0_clk,163.74µm
_17614_,163.6µm
_03495_,163.51µm
_08216_,163.51µm
_16514_,163.48µm
_17848_,163.34µm
_10552_,163.26µm
_12483_,163.145µm
clknet_6_19_0_clk,163.09µm
clknet_6_23_0_clk,163.06µm
pipe_rd_data\[2\]\[0\],163.05µm
net637,162.94µm
_01642_,162.925µm
_17647_,162.88µm
clknet_6_35_0_clk,162.77µm
_08471_,162.725µm
_17662_,162.67µm
_16864_,162.02µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.acc_out\[15\],161.945µm
threads\[0\].fma_instance.sign_r2,161.71µm
clknet_6_36_0_clk,161.68µm
_05787_,161.62µm
_17890_,161.56µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[9\],161.515µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r4_acc\[4\],161.42µm
clknet_6_41_0_clk,161.3µm
_16267_,161.285µm
net657,161.26µm
_10275_,161.11µm
_10163_,160.95µm
_13889_,160.92µm
net780,160.87µm
pipe_mem_read_enable,160.76µm
current_pc\[4\],160.71µm
_17807_,160.7µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.acc_out\[15\],160.63µm
_03415_,160.48µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[0\],160.44µm
systolic_arrays\[1\].systolic_array_inst.b_reg\[18\],160.2µm
alu_out\[1\]\[10\],160.12µm
_17604_,159.85µm
_00046_,159.78µm
_00908_,159.76µm
act_out\[0\]\[11\],159.725µm
_17523_,159.51µm
net1295,158.935µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[6\],158.815µm
_00538_,158.795µm
_17646_,158.77µm
_00064_,158.29µm
_11520_,158.08µm
_00541_,157.925µm
_17984_,157.81µm
_00530_,157.725µm
_08046_,157.68µm
_15837_,157.66µm
_17873_,157.62µm
_05788_,157.54µm
_10645_,157.31µm
_14248_,157.22µm
_00869_,157.205µm
lsu_out\[3\]\[2\],157.03µm
_00911_,156.9µm
_14160_,156.72µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[4\],156.64µm
clknet_6_4_0_clk,156.6µm
_12210_,156.44µm
_17471_,156.42µm
net1425,156.18µm
_14700_,155.97µm
_18456_,155.37µm
_04633_,155.24µm
net496,155.16µm
_16524_,155.085µm
_17768_,155.02µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[2\],154.975µm
_00567_,154.905µm
_03296_,154.8µm
scheduler_instance.branch_diverge_inst.stack_ptr\[0\],154.36µm
_17830_,154.15µm
alu_out\[2\]\[5\],154.125µm
clknet_6_56_0_clk,154.04µm
systolic_arrays\[1\].systolic_array_inst.a_reg\[8\],153.99µm
_09897_,153.97µm
pipe_rd_data\[2\]\[8\],153.76µm
_15996_,153.565µm
net67,152.88µm
_17567_,152.86µm
lsu_out\[1\]\[12\],152.695µm
_08479_,152.64µm
_13794_,152.62µm
clknet_6_34_0_clk,152.21µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r4_acc\[8\],152.07µm
_00542_,152.065µm
_00868_,151.94µm
_17839_,151.68µm
lsu_out\[3\]\[9\],151.56µm
_06811_,151.06µm
_03286_,151.05µm
_00574_,151.015µm
_00872_,150.94µm
systolic_arrays\[1\].systolic_array_inst.a_reg\[14\],150.69µm
net610,150.56µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[3\],150.48µm
_14257_,150.41µm
_18613_,150.39µm
_01624_,150.125µm
_13395_,150.06µm
net798,149.98µm
_16895_,149.85µm
_17407_,149.82µm
_00543_,149.755µm
act_out\[1\]\[1\],149.39µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[4\],149.345µm
_10791_,149.32µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.acc_out\[15\],149.025µm
_05848_,148.965µm
_00916_,148.765µm
_17546_,148.57µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r3_prod_mant\[0\],148.37µm
_08268_,148.22µm
lsu_out\[2\]\[6\],148µm
_17538_,147.97µm
_17788_,147.97µm
clknet_6_33_0_clk,147.96µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[13\],147.805µm
_14732_,147.785µm
_11019_,147.73µm
_17642_,147.63µm
pipe_rd_data\[2\]\[14\],147.58µm
clknet_6_11_0_clk,147.56µm
_17965_,147.48µm
_00539_,147.425µm
fma_out\[3\]\[13\],147.42µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[19\],147.42µm
_16511_,147.345µm
_17446_,147.26µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_mant\[10\],147.08µm
_17557_,146.87µm
clknet_6_18_0_clk,145.9µm
_17903_,145.87µm
_14605_,145.82µm
_17434_,145.63µm
lsu_out\[3\]\[3\],145.42µm
_10360_,145.32µm
clknet_6_2_0_clk,145.1µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r4_acc\[3\],145.09µm
_11436_,144.94µm
_14701_,144.82µm
_05826_,144.74µm
_00930_,144.665µm
_15568_,144.605µm
_00915_,144.485µm
fma_out\[3\]\[10\],144.28µm
_00536_,144.185µm
clknet_6_57_0_clk,144.17µm
lsu_out\[1\]\[13\],144.15µm
_17753_,144.14µm
_00531_,143.995µm
pipe_rd_data\[3\]\[12\],143.99µm
_16746_,143.885µm
_17612_,143.79µm
_11830_,143.52µm
threads\[0\].pc_instance.nzp\[2\],143.36µm
_17453_,143.3µm
_17654_,143.2µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[9\],143.195µm
_11863_,143.06µm
_10365_,142.98µm
_14161_,142.98µm
_17457_,142.875µm
_09871_,142.42µm
clknet_6_13_0_clk,142.42µm
_09865_,142.4µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r2_mantissa\[0\],142.32µm
_08361_,142.14µm
pipe_rd_data\[1\]\[0\],142.1µm
_17913_,142.09µm
_18230_,142.04µm
_08104_,142.005µm
threads\[3\].fma_instance.r3_weighted\[15\],141.84µm
pipe_rd_data\[2\]\[7\],141.72µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.acc_out\[15\],141.38µm
_08229_,141.36µm
pipe_rd_data\[3\]\[6\],141µm
pipe_mem_write_enable,140.92µm
_01646_,140.865µm
systolic_arrays\[0\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[5\],140.71µm
_19732_,140.6µm
net771,140.58µm
systolic_arrays\[1\].systolic_array_inst.a_wire\[1\]\[13\],140.34µm
_06805_,140.18µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r2_mantissa\[1\],140.115µm
clknet_6_6_0_clk,140.11µm
_17474_,140.1µm
_08475_,139.91µm
threads\[2\].fma_instance.r3_signed\[0\],139.9µm
_17530_,139.88µm
fma_out\[3\]\[12\],139.58µm
_16016_,139.4µm
lsu_out\[2\]\[14\],139.13µm
_00519_,139.095µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r4_acc\[5\],139.02µm
_10044_,138.85µm
_16672_,138.82µm
systolic_arrays\[0\].systolic_array_inst.a_reg\[19\],138.7µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[1\].pe.r2_mantissa\[13\],138.655µm
_17593_,138.5µm
_11479_,138.39µm
systolic_arrays\[0\].systolic_array_inst.b_reg\[9\],138.25µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r2_mantissa\[2\],138.195µm
systolic_arrays\[1\].systolic_array_inst.g_row\[1\].g_col\[0\].pe.r2_mantissa\[9\],137.865µm
