net,length_um
_10686_,9.04µm
_12163_,9.04µm
_12734_,9.04µm
_12980_,9.04µm
_13068_,9.04µm
_13200_,9.04µm
_13635_,9.04µm
_15007_,9.04µm
_16965_,9.04µm
_17253_,9.04µm
_17658_,9.04µm
_17836_,9.04µm
_19463_,9.04µm
_20153_,9.04µm
_20375_,9.04µm
_21203_,9.04µm
_21312_,9.04µm
_00704_,9.035µm
_02201_,9.035µm
_00004_,9.025µm
_00967_,9.025µm
_02471_,9.02µm
_02817_,9.02µm
_04149_,9.02µm
_04484_,9.02µm
_05163_,9.02µm
_05180_,9.02µm
_05238_,9.02µm
_05923_,9.02µm
_07294_,9.02µm
_07943_,9.02µm
_07946_,9.02µm
_09610_,9.02µm
_10128_,9.02µm
_10884_,9.02µm
_11140_,9.02µm
_12710_,9.02µm
_13180_,9.02µm
_13404_,9.02µm
_14391_,9.02µm
_15430_,9.02µm
_16625_,9.02µm
_17342_,9.02µm
_19234_,9.02µm
_19500_,9.02µm
_19618_,9.02µm
_19895_,9.02µm
_20115_,9.02µm
_21387_,9.02µm
_21676_,9.02µm
_21753_,9.02µm
_21812_,9.02µm
net1584,9.02µm
_14091_,9.015µm
_08208_,9.01µm
_02253_,9.005µm
_02583_,9µm
_03587_,9µm
_04115_,9µm
_04258_,9µm
_05878_,9µm
_06187_,9µm
_06513_,9µm
_06587_,9µm
_06987_,9µm
_07661_,9µm
_08025_,9µm
_08622_,9µm
_09948_,9µm
_10854_,9µm
_12723_,9µm
_12982_,9µm
_15477_,9µm
_18719_,9µm
_18769_,9µm
_19090_,9µm
_20105_,9µm
_21020_,9µm
_21163_,9µm
_21473_,9µm
_21509_,9µm
_00786_,8.995µm
_13714_,8.99µm
_00304_,8.985µm
_01677_,8.985µm
_01740_,8.985µm
_02099_,8.985µm
_02171_,8.985µm
_01229_,8.98µm
_03130_,8.98µm
_03143_,8.98µm
_03243_,8.98µm
_03389_,8.98µm
_04168_,8.98µm
_06773_,8.98µm
_07366_,8.98µm
_09438_,8.98µm
_10114_,8.98µm
_10670_,8.98µm
_10966_,8.98µm
_11574_,8.98µm
_11825_,8.98µm
_12155_,8.98µm
_14026_,8.98µm
_18137_,8.98µm
_18466_,8.98µm
_19248_,8.98µm
_20573_,8.98µm
_21107_,8.98µm
_21573_,8.98µm
net425,8.98µm
_05921_,8.975µm
_15947_,8.975µm
_00315_,8.965µm
_01546_,8.965µm
_01830_,8.96µm
_05439_,8.96µm
_08345_,8.96µm
_08861_,8.96µm
_11755_,8.96µm
_13584_,8.96µm
_15501_,8.96µm
_16791_,8.96µm
_19573_,8.96µm
_19650_,8.96µm
_19981_,8.96µm
_21883_,8.96µm
net410,8.96µm
net1555,8.96µm
_00797_,8.955µm
_01405_,8.955µm
_10867_,8.95µm
_01536_,8.945µm
_04617_,8.945µm
_00482_,8.94µm
_02755_,8.94µm
_03997_,8.94µm
_07566_,8.94µm
_08380_,8.94µm
_08943_,8.94µm
_09354_,8.94µm
_10190_,8.94µm
_10349_,8.94µm
_11106_,8.94µm
_11704_,8.94µm
_12145_,8.94µm
_12373_,8.94µm
_13722_,8.94µm
_14882_,8.94µm
_15253_,8.94µm
_16215_,8.94µm
_16639_,8.94µm
_16776_,8.94µm
_18534_,8.94µm
_19270_,8.94µm
_20279_,8.94µm
_22018_,8.94µm
_00326_,8.925µm
alu_out\[3\]\[8\],8.925µm
_02701_,8.92µm
_02993_,8.92µm
_04736_,8.92µm
_05315_,8.92µm
_05479_,8.92µm
_06723_,8.92µm
_07622_,8.92µm
_09081_,8.92µm
_10127_,8.92µm
_12151_,8.92µm
_13825_,8.92µm
_18235_,8.92µm
_18304_,8.92µm
_21852_,8.92µm
net1095,8.92µm
systolic_compute_drain\[1\],8.92µm
_07249_,8.915µm
_08939_,8.915µm
_12007_,8.905µm
_02529_,8.9µm
_03660_,8.9µm
_03713_,8.9µm
_04423_,8.9µm
_06474_,8.9µm
_07139_,8.9µm
_07200_,8.9µm
_07247_,8.9µm
_07686_,8.9µm
_08013_,8.9µm
_08496_,8.9µm
_08878_,8.9µm
_08993_,8.9µm
_09403_,8.9µm
_09440_,8.9µm
_09577_,8.9µm
_10104_,8.9µm
_10445_,8.9µm
_10677_,8.9µm
_11238_,8.9µm
_12856_,8.9µm
_12984_,8.9µm
_13004_,8.9µm
_13115_,8.9µm
_13334_,8.9µm
_13523_,8.9µm
_13547_,8.9µm
_13977_,8.9µm
_15237_,8.9µm
_15516_,8.9µm
_15659_,8.9µm
_17199_,8.9µm
_17664_,8.9µm
_18536_,8.9µm
_19157_,8.9µm
_19527_,8.9µm
_20265_,8.9µm
_20386_,8.9µm
_20676_,8.9µm
_20863_,8.9µm
_21351_,8.9µm
net378,8.9µm
_01913_,8.895µm
_00301_,8.89µm
_15020_,8.89µm
_00699_,8.885µm
_05369_,8.88µm
_06330_,8.88µm
_08258_,8.88µm
_09939_,8.88µm
_11797_,8.88µm
_11972_,8.88µm
_12701_,8.88µm
_13534_,8.88µm
_13634_,8.88µm
_14145_,8.88µm
_15973_,8.88µm
_16327_,8.88µm
_19567_,8.88µm
_20878_,8.88µm
_22021_,8.88µm
_01807_,8.875µm
_16997_,8.87µm
_00503_,8.865µm
_01052_,8.865µm
_01136_,8.865µm
_01629_,8.865µm
_16083_,8.865µm
_00093_,8.86µm
_01950_,8.86µm
_02126_,8.86µm
_02389_,8.86µm
_06348_,8.86µm
_06640_,8.86µm
_07418_,8.86µm
_09191_,8.86µm
_10029_,8.86µm
_14938_,8.86µm
_15935_,8.86µm
_15938_,8.86µm
_17784_,8.86µm
_18035_,8.86µm
_19222_,8.86µm
_20026_,8.86µm
_06600_,8.855µm
alu_out\[3\]\[9\],8.85µm
_01363_,8.84µm
_04448_,8.84µm
_05417_,8.84µm
_06143_,8.84µm
_06162_,8.84µm
_07324_,8.84µm
_07800_,8.84µm
_09148_,8.84µm
_10390_,8.84µm
_11122_,8.84µm
_16393_,8.84µm
_16542_,8.84µm
_17475_,8.84µm
_18372_,8.84µm
_02875_,8.83µm
_11189_,8.83µm
_00881_,8.825µm
_04442_,8.82µm
_04870_,8.82µm
_05944_,8.82µm
_05971_,8.82µm
_06048_,8.82µm
_06421_,8.82µm
_07462_,8.82µm
_08131_,8.82µm
_08179_,8.82µm
_08210_,8.82µm
_08600_,8.82µm
_09132_,8.82µm
_09523_,8.82µm
_11375_,8.82µm
_12814_,8.82µm
_12872_,8.82µm
_14564_,8.82µm
_14612_,8.82µm
_14771_,8.82µm
_14834_,8.82µm
_15133_,8.82µm
_15599_,8.82µm
_18315_,8.82µm
_18891_,8.82µm
_19176_,8.82µm
_20345_,8.82µm
_21077_,8.82µm
_21175_,8.82µm
_21240_,8.82µm
_22030_,8.82µm
net1530,8.82µm
net1691,8.82µm
_02709_,8.8µm
_03558_,8.8µm
_03869_,8.8µm
_05835_,8.8µm
_06852_,8.8µm
_07301_,8.8µm
_07351_,8.8µm
_08581_,8.8µm
_09587_,8.8µm
_10122_,8.8µm
_13107_,8.8µm
_15206_,8.8µm
_15248_,8.8µm
_19077_,8.8µm
_20586_,8.8µm
_21189_,8.8µm
_21475_,8.8µm
_21730_,8.8µm
_19801_,8.79µm
_00876_,8.785µm
_02864_,8.78µm
_03025_,8.78µm
_03167_,8.78µm
_04434_,8.78µm
_06294_,8.78µm
_06481_,8.78µm
_08088_,8.78µm
_08586_,8.78µm
_09088_,8.78µm
_10782_,8.78µm
_11123_,8.78µm
_11474_,8.78µm
_12833_,8.78µm
_14837_,8.78µm
_15275_,8.78µm
_15861_,8.78µm
_17158_,8.78µm
_17330_,8.78µm
_17574_,8.78µm
_18530_,8.78µm
_19001_,8.78µm
_19498_,8.78µm
_20418_,8.78µm
_21096_,8.78µm
_21200_,8.78µm
_21403_,8.78µm
_21453_,8.78µm
_21680_,8.78µm
_22064_,8.78µm
net906,8.78µm
_01637_,8.775µm
_00894_,8.76µm
_03178_,8.76µm
_04506_,8.76µm
_05282_,8.76µm
_09983_,8.76µm
_13116_,8.76µm
_15062_,8.76µm
_19413_,8.76µm
_21263_,8.76µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r3_prod_mant\[9\],8.76µm
_10870_,8.75µm
_00630_,8.745µm
_00890_,8.745µm
_02087_,8.745µm
_01235_,8.74µm
_03205_,8.74µm
_06964_,8.74µm
_07132_,8.74µm
_07276_,8.74µm
_07471_,8.74µm
_07671_,8.74µm
_07699_,8.74µm
_09592_,8.74µm
_09668_,8.74µm
_11060_,8.74µm
_11943_,8.74µm
_18992_,8.74µm
_19148_,8.74µm
_19290_,8.74µm
_19651_,8.74µm
_21306_,8.74µm
net1112,8.74µm
clknet_leaf_421_clk,8.74µm
_17325_,8.735µm
_01741_,8.725µm
_01869_,8.725µm
_16468_,8.72µm
_17219_,8.715µm
_01861_,8.71µm
_07064_,8.71µm
_10518_,8.71µm
_19332_,8.71µm
_01038_,8.705µm
_01077_,8.705µm
_02910_,8.7µm
_02975_,8.7µm
_03526_,8.7µm
_03765_,8.7µm
_04186_,8.7µm
_04679_,8.7µm
_04964_,8.7µm
_05404_,8.7µm
_05532_,8.7µm
_05857_,8.7µm
_06286_,8.7µm
_06337_,8.7µm
_06898_,8.7µm
_07217_,8.7µm
_10209_,8.7µm
_10766_,8.7µm
_11805_,8.7µm
_11873_,8.7µm
_12526_,8.7µm
_12960_,8.7µm
_13012_,8.7µm
_13045_,8.7µm
_13558_,8.7µm
_14840_,8.7µm
_15468_,8.7µm
_15634_,8.7µm
_16085_,8.7µm
_19206_,8.7µm
_19890_,8.7µm
_20018_,8.7µm
_20023_,8.7µm
_21170_,8.7µm
_21219_,8.7µm
_00207_,8.68µm
_02229_,8.68µm
_03666_,8.68µm
_04395_,8.68µm
_06395_,8.68µm
_10946_,8.68µm
_11614_,8.68µm
_19306_,8.68µm
_20043_,8.68µm
_20119_,8.68µm
systolic_arrays\[0\].systolic_array_inst.a_reg\[6\],8.68µm
_18356_,8.675µm
net1283,8.67µm
instruction_for_decode[0],8.67µm
_00220_,8.665µm
_00767_,8.665µm
_02466_,8.66µm
_02894_,8.66µm
_03278_,8.66µm
_03295_,8.66µm
_03670_,8.66µm
_04367_,8.66µm
_04995_,8.66µm
_05289_,8.66µm
_05506_,8.66µm
_05768_,8.66µm
_06214_,8.66µm
_06822_,8.66µm
_07164_,8.66µm
_07300_,8.66µm
_07416_,8.66µm
_07695_,8.66µm
_07780_,8.66µm
_08231_,8.66µm
_08576_,8.66µm
_09557_,8.66µm
_10650_,8.66µm
_10997_,8.66µm
_11270_,8.66µm
_12628_,8.66µm
_12997_,8.66µm
_13521_,8.66µm
_13817_,8.66µm
_14024_,8.66µm
_14173_,8.66µm
_14348_,8.66µm
_14815_,8.66µm
_15975_,8.66µm
_19107_,8.66µm
_19228_,8.66µm
_19622_,8.66µm
_20360_,8.66µm
_20571_,8.66µm
_21384_,8.66µm
_21496_,8.66µm
systolic_arrays\[0\].systolic_array_inst.g_row\[0\].g_col\[0\].pe.r2_mantissa\[5\],8.66µm
systolic_arrays\[1\].systolic_array_inst.a_reg\[3\],8.66µm
_06742_,8.65µm
_15421_,8.65µm
_01044_,8.645µm
_01282_,8.645µm
_00293_,8.64µm
_03035_,8.64µm
_08428_,8.64µm
_13597_,8.64µm
_19292_,8.64µm
_21877_,8.64µm
_21365_,8.63µm
_00445_,8.625µm
_01209_,8.625µm
_01767_,8.625µm
_02949_,8.62µm
_06051_,8.62µm
_06749_,8.62µm
_08299_,8.62µm
_08851_,8.62µm
_09786_,8.62µm
_11223_,8.62µm
_12342_,8.62µm
_12748_,8.62µm
_13341_,8.62µm
_13799_,8.62µm
_15348_,8.62µm
_15535_,8.62µm
_16718_,8.62µm
_20950_,8.62µm
_00228_,8.615µm
_01505_,8.615µm
_01995_,8.615µm
_02156_,8.615µm
_13687_,8.61µm
_02154_,8.605µm
_03719_,8.6µm
_04882_,8.6µm
_06761_,8.6µm
_12867_,8.6µm
_13514_,8.6µm
_15394_,8.6µm
_15397_,8.6µm
_15974_,8.6µm
_17480_,8.6µm
_20766_,8.6µm
_21875_,8.6µm
_05322_,8.59µm
_05406_,8.59µm
_10916_,8.59µm
_16497_,8.59µm
_18650_,8.59µm
_01583_,8.585µm
_02311_,8.58µm
_02729_,8.58µm
_03659_,8.58µm
_05061_,8.58µm
_05220_,8.58µm
_06829_,8.58µm
_06853_,8.58µm
_07305_,8.58µm
_07493_,8.58µm
_07984_,8.58µm
_09623_,8.58µm
_09679_,8.58µm
_13016_,8.58µm
_13506_,8.58µm
_14717_,8.58µm
_15161_,8.58µm
_15361_,8.58µm
_16197_,8.58µm
_16209_,8.58µm
_17128_,8.58µm
_18631_,8.58µm
_18639_,8.58µm
_19517_,8.58µm
_19536_,8.58µm
_19995_,8.58µm
_20110_,8.58µm
_20221_,8.58µm
_21083_,8.58µm
_21201_,8.58µm
net1457,8.58µm
scheduler_instance.branch_diverge_inst.stack_target_pc\[0\]\[6\],8.58µm
_00200_,8.575µm
_06838_,8.57µm
_01417_,8.56µm
_02310_,8.56µm
_03360_,8.56µm
_03401_,8.56µm
_03724_,8.56µm
_04671_,8.56µm
_05806_,8.56µm
_05936_,8.56µm
_07791_,8.56µm
_08144_,8.56µm
_10847_,8.56µm
_11231_,8.56µm
_11458_,8.56µm
_11944_,8.56µm
_12389_,8.56µm
_13071_,8.56µm
_14002_,8.56µm
_15265_,8.56µm
_16519_,8.56µm
_17947_,8.56µm
_18691_,8.56µm
_19987_,8.56µm
_19997_,8.56µm
_20030_,8.56µm
_20158_,8.56µm
_20570_,8.56µm
_21931_,8.56µm
net1173,8.56µm
systolic_arrays\[1\].systolic_array_inst.g_row\[0\].g_col\[1\].pe.r3_prod_sign,8.56µm
net1627,8.56µm
_18967_,8.55µm
_00316_,8.545µm
_02753_,8.54µm
_02800_,8.54µm
_03528_,8.54µm
_04341_,8.54µm
_10188_,8.54µm
_11647_,8.54µm
_18678_,8.54µm
_19133_,8.54µm
_19186_,8.54µm
_20466_,8.54µm
_21666_,8.54µm
_00277_,8.525µm
_01759_,8.525µm
_02486_,8.52µm
_03963_,8.52µm
_04647_,8.52µm
_04765_,8.52µm
_05780_,8.52µm
_06547_,8.52µm
_06646_,8.52µm
_06825_,8.52µm
_07836_,8.52µm
_10072_,8.52µm
_11901_,8.52µm
_12920_,8.52µm
_15546_,8.52µm
_19613_,8.52µm
_21225_,8.52µm
_21700_,8.52µm
_21973_,8.52µm
net1356,8.52µm
net1187,8.52µm
_18996_,8.515µm
_03298_,8.5µm
_04400_,8.5µm
_04609_,8.5µm
_05592_,8.5µm
_06217_,8.5µm
_07235_,8.5µm
_07874_,8.5µm
_08761_,8.5µm
_10671_,8.5µm
_15887_,8.5µm
_17177_,8.5µm
_20052_,8.5µm
_20114_,8.5µm
_21690_,8.5µm
net1719,8.5µm
_00580_,8.495µm
_00848_,8.495µm
_20220_,8.495µm
_04618_,8.48µm
_04626_,8.48µm
_04704_,8.48µm
_05423_,8.48µm
_06172_,8.48µm
_06609_,8.48µm
_06620_,8.48µm
_07772_,8.48µm
_08281_,8.48µm
_09335_,8.48µm
_10469_,8.48µm
_10643_,8.48µm
_13187_,8.48µm
_13620_,8.48µm
_14602_,8.48µm
_14835_,8.48µm
_14865_,8.48µm
_16119_,8.48µm
_16642_,8.48µm
_18510_,8.48µm
_19721_,8.48µm
_19893_,8.48µm
_20001_,8.48µm
_20346_,8.48µm
_20792_,8.48µm
_21067_,8.48µm
_21102_,8.48µm
_21966_,8.48µm
_06227_,8.475µm
_01865_,8.47µm
_19848_,8.47µm
_03532_,8.46µm
_03776_,8.46µm
_04278_,8.46µm
_04500_,8.46µm
_04501_,8.46µm
_04895_,8.46µm
_05130_,8.46µm
_06865_,8.46µm
_07062_,8.46µm
_07138_,8.46µm
_07501_,8.46µm
_08985_,8.46µm
_09227_,8.46µm
_10063_,8.46µm
_11559_,8.46µm
_12065_,8.46µm
_13615_,8.46µm
_13810_,8.46µm
_15160_,8.46µm
_15481_,8.46µm
_18502_,8.46µm
_19400_,8.46µm
_20308_,8.46µm
_21023_,8.46µm
net355,8.46µm
_02684_,8.44µm
_02762_,8.44µm
_02901_,8.44µm
_03188_,8.44µm
_03276_,8.44µm
_04379_,8.44µm
_04410_,8.44µm
_04728_,8.44µm
_05434_,8.44µm
_05743_,8.44µm
_06355_,8.44µm
_07311_,8.44µm
_08551_,8.44µm
_08783_,8.44µm
_09170_,8.44µm
_09662_,8.44µm
_10252_,8.44µm
_10260_,8.44µm
_11214_,8.44µm
_11344_,8.44µm
_11527_,8.44µm
_12266_,8.44µm
_12347_,8.44µm
_12397_,8.44µm
_12441_,8.44µm
_13526_,8.44µm
_13951_,8.44µm
_13953_,8.44µm
_14016_,8.44µm
_14518_,8.44µm
_14582_,8.44µm
_14976_,8.44µm
_15358_,8.44µm
_17389_,8.44µm
_17501_,8.44µm
_18520_,8.44µm
_19230_,8.44µm
_19570_,8.44µm
_19959_,8.44µm
_20258_,8.44µm
_20739_,8.44µm
_20764_,8.44µm
_20820_,8.44µm
_20857_,8.44µm
_20943_,8.44µm
_21552_,8.44µm
_21776_,8.44µm
_21941_,8.44µm
scheduler_instance.branch_diverge_inst.stack_mask\[1\]\[0\],8.44µm
scheduler_instance.branch_diverge_inst.stack_target_pc\[1\]\[1\],8.44µm
_00129_,8.435µm
_01459_,8.425µm
_04041_,8.42µm
_05271_,8.42µm
_06675_,8.42µm
_07520_,8.42µm
_08746_,8.42µm
_12527_,8.42µm
_13023_,8.42µm
_13137_,8.42µm
_16106_,8.42µm
_16144_,8.42µm
_17472_,8.42µm
_19048_,8.42µm
_19389_,8.42µm
_19983_,8.42µm
_21541_,8.42µm
_21972_,8.42µm
_06693_,8.415µm
_00245_,8.405µm
_01683_,8.405µm
_16087_,8.405µm
_00314_,8.4µm
_03212_,8.4µm
_03617_,8.4µm
_04293_,8.4µm
_05140_,8.4µm
_05172_,8.4µm
_06212_,8.4µm
_08813_,8.4µm
_09155_,8.4µm
_10741_,8.4µm
_11135_,8.4µm
_11753_,8.4µm
_11936_,8.4µm
_11942_,8.4µm
_12806_,8.4µm
_12822_,8.4µm
_13896_,8.4µm
_14690_,8.4µm
_15590_,8.4µm
_16078_,8.4µm
_16604_,8.4µm
_16969_,8.4µm
_17103_,8.4µm
_17917_,8.4µm
_19173_,8.4µm
_19533_,8.4µm
_20174_,8.4µm
_20893_,8.4µm
_21046_,8.4µm
_21762_,8.4µm
_09108_,8.39µm
_20830_,8.39µm
_03582_,8.38µm
_04254_,8.38µm
_04917_,8.38µm
_05232_,8.38µm
_06289_,8.38µm
_14577_,8.38µm
_15346_,8.38µm
_21190_,8.38µm
_00905_,8.375µm
_01050_,8.375µm
_01732_,8.365µm
_02162_,8.365µm
_02355_,8.36µm
_02549_,8.36µm
_02572_,8.36µm
_02706_,8.36µm
_02748_,8.36µm
_03026_,8.36µm
_03862_,8.36µm
_04128_,8.36µm
_04775_,8.36µm
_05759_,8.36µm
_06321_,8.36µm
_07058_,8.36µm
_07485_,8.36µm
_08098_,8.36µm
_08880_,8.36µm
_09033_,8.36µm
_09670_,8.36µm
_09676_,8.36µm
_10864_,8.36µm
_12793_,8.36µm
_12880_,8.36µm
_13083_,8.36µm
_13955_,8.36µm
_14738_,8.36µm
_15257_,8.36µm
_16424_,8.36µm
_18835_,8.36µm
_20217_,8.36µm
_21032_,8.36µm
_21245_,8.36µm
_21432_,8.36µm
_21504_,8.36µm
net1547,8.36µm
_15850_,8.355µm
_09456_,8.35µm
_01078_,8.34µm
_01390_,8.34µm
_08643_,8.34µm
_09593_,8.34µm
_12117_,8.34µm
_14704_,8.34µm
_18568_,8.34µm
_18634_,8.34µm
_18721_,8.34µm
_19524_,8.34µm
scheduler_instance.branch_diverge_inst.stack_target_pc\[1\]\[3\],8.34µm
_01096_,8.325µm
_01930_,8.32µm
_01970_,8.32µm
_01975_,8.32µm
_02850_,8.32µm
_03118_,8.32µm
_03284_,8.32µm
_03297_,8.32µm
_03391_,8.32µm
_03522_,8.32µm
_03577_,8.32µm
_03710_,8.32µm
_04030_,8.32µm
_04819_,8.32µm
_05096_,8.32µm
_05771_,8.32µm
_06574_,8.32µm
_06955_,8.32µm
_07089_,8.32µm
_07368_,8.32µm
_07549_,8.32µm
_07609_,8.32µm
_08024_,8.32µm
_08134_,8.32µm
_09193_,8.32µm
_10863_,8.32µm
_10891_,8.32µm
_11050_,8.32µm
_11579_,8.32µm
_11821_,8.32µm
_12136_,8.32µm
_12335_,8.32µm
_13290_,8.32µm
_13415_,8.32µm
_13590_,8.32µm
_13653_,8.32µm
_13726_,8.32µm
_13960_,8.32µm
_13989_,8.32µm
_15023_,8.32µm
_15350_,8.32µm
_15666_,8.32µm
_17563_,8.32µm
_17748_,8.32µm
_18199_,8.32µm
_18739_,8.32µm
_20284_,8.32µm
_20464_,8.32µm
_20717_,8.32µm
_20914_,8.32µm
_21257_,8.32µm
_21577_,8.32µm
_21595_,8.32µm
net1707,8.32µm
_02184_,8.315µm
_07456_,8.31µm
_21965_,8.31µm
program_mem_read_data[1],8.31µm
_01785_,8.305µm
_00493_,8.3µm
_05579_,8.3µm
_09909_,8.3µm
_12392_,8.3µm
_13537_,8.3µm
_17228_,8.3µm
_18080_,8.3µm
_00185_,8.285µm
_01228_,8.285µm
_01878_,8.285µm
_05669_,8.28µm
_05890_,8.28µm
_06301_,8.28µm
_09018_,8.28µm
_10571_,8.28µm
_11486_,8.28µm
_17351_,8.28µm
_20574_,8.28µm
_21463_,8.28µm
_21969_,8.28µm
_22000_,8.28µm
_00622_,8.275µm
_13382_,8.27µm
_21158_,8.27µm
_00766_,8.26µm
_03842_,8.26µm
_03939_,8.26µm
_06658_,8.26µm
_08923_,8.26µm
_20963_,8.26µm
_10315_,8.245µm
_02867_,8.24µm
_02946_,8.24µm
_03418_,8.24µm
_04729_,8.24µm
_04907_,8.24µm
_05580_,8.24µm
_05714_,8.24µm
_06347_,8.24µm
_07101_,8.24µm
_07212_,8.24µm
_07917_,8.24µm
_09480_,8.24µm
_09699_,8.24µm
_10642_,8.24µm
_11195_,8.24µm
_12607_,8.24µm
_13752_,8.24µm
_14748_,8.24µm
_14948_,8.24µm
_15340_,8.24µm
_15779_,8.24µm
_18715_,8.24µm
_18774_,8.24µm
_19596_,8.24µm
_20348_,8.24µm
_20405_,8.24µm
_20753_,8.24µm
_21568_,8.24µm
scheduler_instance.branch_diverge_inst.next_pc\[8\],8.24µm
scheduler_instance.branch_diverge_inst.stack_target_pc\[0\]\[4\],8.24µm
_01895_,8.235µm
_20839_,8.23µm
_00642_,8.225µm
_00254_,8.22µm
_07126_,8.22µm
_07787_,8.22µm
_11465_,8.22µm
_17554_,8.22µm
_21560_,8.22µm
_00733_,8.205µm
_02220_,8.205µm
_02796_,8.2µm
_02803_,8.2µm
_02986_,8.2µm
_03461_,8.2µm
_03469_,8.2µm
_03610_,8.2µm
_03981_,8.2µm
_04082_,8.2µm
_04180_,8.2µm
_05912_,8.2µm
_06446_,8.2µm
_07905_,8.2µm
_08749_,8.2µm
_09432_,8.2µm
_09719_,8.2µm
_10450_,8.2µm
_10858_,8.2µm
_11029_,8.2µm
_11273_,8.2µm
_11630_,8.2µm
_11896_,8.2µm
_12926_,8.2µm
_13128_,8.2µm
_13209_,8.2µm
_14148_,8.2µm
_14795_,8.2µm
_14888_,8.2µm
_15619_,8.2µm
_15675_,8.2µm
_15737_,8.2µm
_15802_,8.2µm
_18743_,8.2µm
_18799_,8.2µm
_19528_,8.2µm
_19540_,8.2µm
_19594_,8.2µm
_20022_,8.2µm
_20577_,8.2µm
_20597_,8.2µm
_21029_,8.2µm
_21104_,8.2µm
_21707_,8.2µm
_22092_,8.2µm
_01499_,8.195µm
_06562_,8.195µm
_16242_,8.195µm
_21054_,8.195µm
_08139_,8.19µm
net380,8.19µm
_01122_,8.185µm
_02445_,8.18µm
_04207_,8.18µm
_04643_,8.18µm
_04691_,8.18µm
_08974_,8.18µm
_12970_,8.18µm
_16021_,8.18µm
fma_out\[2\]\[0\],8.18µm
_00135_,8.165µm
_00372_,8.165µm
_00196_,8.16µm
_02725_,8.16µm
_02778_,8.16µm
_05405_,8.16µm
_05507_,8.16µm
_05723_,8.16µm
_06791_,8.16µm
_09845_,8.16µm
_10909_,8.16µm
_11783_,8.16µm
_12658_,8.16µm
_12897_,8.16µm
_12904_,8.16µm
_13911_,8.16µm
_14567_,8.16µm
_14761_,8.16µm
_14780_,8.16µm
_15626_,8.16µm
_19040_,8.16µm
_19091_,8.16µm
_19339_,8.16µm
_19785_,8.16µm
_19846_,8.16µm
_21549_,8.16µm
_21923_,8.16µm
_00123_,8.155µm
_00878_,8.155µm
_01043_,8.155µm
_01855_,8.155µm
_16634_,8.155µm
_10009_,8.15µm
_14829_,8.145µm
_06102_,8.14µm
_06828_,8.14µm
_07424_,8.14µm
_09383_,8.14µm
_09966_,8.14µm
_11540_,8.14µm
_12633_,8.14µm
_13246_,8.14µm
_13723_,8.14µm
_14328_,8.14µm
_15872_,8.14µm
_18226_,8.14µm
_20307_,8.14µm
net1155,8.14µm
net1680,8.14µm
_16806_,8.135µm
_09341_,8.13µm
_21778_,8.13µm
_00670_,8.125µm
_02458_,8.12µm
_02510_,8.12µm
_02519_,8.12µm
_03774_,8.12µm
_03957_,8.12µm
_05326_,8.12µm
_06682_,8.12µm
_08390_,8.12µm
_09043_,8.12µm
_09612_,8.12µm
_09951_,8.12µm
_10116_,8.12µm
_12245_,8.12µm
_12418_,8.12µm
_13057_,8.12µm
_13865_,8.12µm
_14229_,8.12µm
_14268_,8.12µm
_14913_,8.12µm
_15343_,8.12µm
_15419_,8.12µm
_16752_,8.12µm
_18696_,8.12µm
_18983_,8.12µm
_19762_,8.12µm
_19835_,8.12µm
_20131_,8.12µm
_20286_,8.12µm
_21150_,8.12µm
_02105_,8.115µm
_00768_,8.105µm
_01963_,8.105µm
_03630_,8.105µm
_02532_,8.1µm
_02721_,8.1µm
_02853_,8.1µm
_02905_,8.1µm
_02909_,8.1µm
_03086_,8.1µm
_04392_,8.1µm
_05670_,8.1µm
_06346_,8.1µm
_06592_,8.1µm
_06730_,8.1µm
_07505_,8.1µm
_08613_,8.1µm
_10247_,8.1µm
_10601_,8.1µm
_11445_,8.1µm
_13508_,8.1µm
_14476_,8.1µm
_14813_,8.1µm
_15003_,8.1µm
_15596_,8.1µm
_15745_,8.1µm
_16472_,8.1µm
_16698_,8.1µm
_17494_,8.1µm
_18498_,8.1µm
_18797_,8.1µm
_18890_,8.1µm
_19742_,8.1µm
_19818_,8.1µm
_21116_,8.1µm
_21661_,8.1µm
_21798_,8.1µm
pipe_systolic_op\[1\],8.1µm
_00251_,8.085µm
_00429_,8.085µm
_01721_,8.085µm
_02086_,8.085µm
_02088_,8.085µm
_02173_,8.085µm
_02295_,8.08µm
_03018_,8.08µm
_05459_,8.08µm
_06734_,8.08µm
_08120_,8.08µm
_08609_,8.08µm
_08927_,8.08µm
_09392_,8.08µm
_10201_,8.08µm
_11097_,8.08µm
_11239_,8.08µm
_12026_,8.08µm
_14569_,8.08µm
_18103_,8.08µm
_18627_,8.08µm
_19805_,8.08µm
_20959_,8.08µm
_21015_,8.08µm
_21833_,8.08µm
_14778_,8.075µm
_01244_,8.065µm
_14708_,8.065µm
_03917_,8.06µm
_04126_,8.06µm
_07565_,8.06µm
_07570_,8.06µm
_09198_,8.06µm
_09409_,8.06µm
_10990_,8.06µm
_11281_,8.06µm
_11287_,8.06µm
_13156_,8.06µm
_14674_,8.06µm
_14917_,8.06µm
_15046_,8.06µm
_16180_,8.06µm
_19184_,8.06µm
_19617_,8.06µm
_20797_,8.06µm
_21896_,8.06µm
net1325,8.06µm
